"x";"y"
16,8184169093616;18,7095609587466
22,0243573953376;24,9830149436874
20,5979225586509;14,4374220892273
21,5788736262102;25,647207027153
21,9552116795134;21,1162841875936
21,7180859076722;16,401248458811
23,2860777741391;21,1994874573414
17,8582110827571;13,4583811794239
19,0320592254021;18,7751743560002
18,7166165435255;15,0647266093271
17,9337004807352;35,9805005128847
13,3284483464517;17,799660730528
19,7191898043707;22,1184906129079
16,3748365285466;25,2555298543355
18,5287138442905;23,6735169511521
19,9512767679588;18,2570495149521
20,7202157945639;26,0167248829044
22,6046960602761;19,6884729733602
22,6773593005547;19,6905646424695
26,9770541212501;22,5225692475474
15,1435287968684;16,1088751013789
12,0447339656134;17,9619865046218
21,5597346494866;21,5900177154332
22,8221585581605;17,9377943989572
22,3158508083878;23,7854608808809
8,63163764361164;19,0372814075039
17,0209208624357;19,8908130093829
13,8035103775085;19,4334276936588
17,8338191827077;22,3874052148115
19,6808306213904;17,1099885303613
13,7901810649323;19,0214091981597
18,8043666201464;14,7689094769509
19,0277666992698;18,2996227977007
19,5687152717721;17,2423805538447
20,3532811988788;27,2258883645899
22,0315314600016;18,7819725090169
19,8154000185252;18,7018659106911
15,5373013144494;21,2292450878932
18,7157427310125;12,368990305938
24,6462762502627;14,7555536426353
16,7641989489625;22,6484572447663
18,6884424573982;20,828671342376
26,5272852946155;19,8915170855887
23,7741101447585;21,240919047399
17,164744590842;17,1838391429923
15,7141358381028;20,780806335046
23,7440750558046;18,507512443296
20,9254048165871;18,5838836266105
21,6537527665755;15,8077317365042
20,8865244775211;19,2151560056726
20,6932315436814;21,5288239903446
20,8715941469196;18,1776448750582
26,9595304578905;17,9941697743891
24,7184291992699;15,0592237532344
17,0979315243014;15,8426991402616
13,5559896435452;22,5374710393783
9,68462530527815;16,5417057972692
17,9042317569241;8,06066077435907
18,8433124507097;18,3808704978357
20,5214012941982;18,5401394505083
17,1092510213878;18,8732262203384
13,1252821397015;24,2711886650753
24,0270683093771;19,8447367167281
19,0264475960925;18,0699683697986
20,6551021430002;16,9405705635419
25,1124314701586;18,0872611416343
18,401675712973;18,4779957303994
15,8074438734196;18,8736909417258
14,9521834942942;25,5651410882602
20,9727051373342;14,4150142863913
19,3908052479462;21,4731692740376
13,6562423777904;20,5802385343866
17,1035155891139;24,166902849236
16,3472519521731;15,0792389697938
16,3283382643959;18,3631177165377
21,0313079942848;26,8430838398764
17,621851266217;22,4960435717577
26,8032065407653;13,9965878470732
12,3486183763495;23,8479792782799
19,7665953555261;21,1635494085203
15,0871936960277;13,4542433383071
21,8579301923627;31,223995773221
13,9727482194208;21,6437997556839
26,0303160474;21,9878365454665
14,6233760941605;21,7451886457964
21,4552245569378;25,0947165057841
21,7879015322434;15,1668162326102
18,3453598455618;20,0598878552846
23,4656695116924;18,3566073545672
16,721202461848;21,9625196099018
20,4468725105887;16,5805918739744
20,9103006910883;27,3438982885213
20,6278225439864;22,8704867317718
21,1598681060388;28,5131745449708
22,7260562667081;18,7944612320173
19,4375648952631;23,5702784242818
24,1177102518253;21,6940598474608
18,0204561446927;24,902416756168
21,2413993805906;15,8432956274688
19,0006498105466;23,220392473955
