"x";"y"
23,9296848380316;24,8334675858085
15,7172232679969;17,4493628185641
16,1560751805619;17,4685407243739
29,3196952656145;28,1933772649933
23,2732620332589;25,2479137227388
20,127128872263;21,0353406111824
11,0525704174866;12,1142029512514
14,0939812676513;13,68891760545
17,6708808074866;17,3263058586665
27,7624615605539;28,0399684120585
19,9516300488726;19,8971870721056
10,904956266061;12,1093774367781
23,5917358503384;22,5488122663205
5,61354399748666;8,83337729534461
19,1173089360949;20,8675230606005
17,8131021884244;19,0201330406752
19,7071476059616;21,3576934944511
19,7095782175451;19,0361932868725
22,1121740344042;21,6172716268929
21,7091588196904;22,4718009618925
12,9862710679004;13,2588510375305
18,3030151660241;18,8274432613967
21,639442209801;22,8135569066807
16,5339004172828;15,9352130990605
28,5092766928474;29,6917343641037
18,0044312285545;20,5878517057573
15,6384523403112;15,7801396965478
19,6798992457369;19,8403605893032
19,8453487029812;20,2316939223682
25,5815290134261;26,4812709241053
22,2778926129461;25,1459729125421
25,5262511298669;28,3796602604108
27,9581458205884;28,6950018606252
18,6919856143077;20,9782230950453
13,8067344253782;14,7851469120419
18,1473260523491;18,262156787728
14,329508430373;15,2130965646448
22,0065569896506;20,3458420619308
19,5837721764976;19,2267542517767
24,4434735588469;24,0006896187381
14,7293891057374;15,5794353315873
11,8552817635192;11,8771499728918
17,4105473392885;17,5939303615189
18,7431033873252;18,0886707962147
21,9300716041234;21,4823998516389
16,7631985323817;17,8571842222332
23,2720484034758;23,950064796015
19,546673876681;19,3444579787581
14,1852866999438;14,1702446510509
20,0508117109362;22,4888720171442
24,9489224898272;26,1042928582248
19,6393005469692;19,8485292419457
21,6067011312088;23,6769439067175
23,2102889481047;22,9565383976316
19,7150159260139;21,168768069077
14,2631942437526;16,0085291397236
24,8288756954966;24,6458708440256
22,1062882086151;22,6711870119404
23,9625779046374;24,6236384936215
19,6969885675382;18,672369124652
16,7958789875674;16,6549854120709
21,3312137789139;22,7734122114688
17,4622333925792;17,5130215016741
21,9414870373842;24,1361902299284
18,332150054004;18,262946471297
19,8222890078678;21,3210059001613
21,7416149838832;22,7766473527194
18,3764248897555;20,5138614447182
19,3271084212929;21,000254350449
18,7028533353068;18,9414829184851
24,3930117589712;25,377548158815
21,5110288317125;22,9602703911021
23,9074390292757;23,4747862196565
20,4964256620653;23,4344821118571
29,035338065416;29,3521004477113
16,0903629131552;17,0511726274146
23,6620675806834;23,1204735934772
23,376321259591;23,1745733232428
24,3476048299388;24,4541852914008
16,4210127682828;17,7430025245565
17,8645789345757;20,0590088738321
14,0805029272281;15,1685938332016
25,3167649914962;25,7307945435847
16,0289107985154;16,0887237371331
18,7453500294924;17,7776386920687
22,2339053264448;22,2545693974876
24,540094038404;23,8528760888156
18,4352121977651;20,7931700133204
25,6095913713742;26,3185628735171
19,5999825391061;20,5717238063826
25,9800587920514;28,205087047807
17,0155655262462;18,9412623803359
26,0191377801001;25,9275757762796
16,8770237124037;17,6625063683815
22,5979415952082;23,7553544586685
22,2625288968934;22,0948830522142
15,4365834802218;15,2384861249488
23,3339131039474;24,2798722116261
24,8212508611466;26,1776404273231
15,6620398955197;15,5102949068461
