"x";"y"
22,9069215095397;-22,8455596961963
23,7950305271402;-22,2623164076519
26,6035539725395;-25,9248157380846
19,1398959185024;-19,0165321100989
23,6207329664391;-23,7827033484215
17,7932679266637;-13,9029363393284
19,0134533053625;-20,1660293319173
19,9997854429727;-19,5824996579931
15,8025554050683;-16,0195953782271
26,0390494422007;-26,9960805726413
10,0967215255463;-9,39465857135588
22,6685418982838;-23,0651543531635
17,1869927292053;-16,6055909052936
19,6773163213226;-20,8169503196578
15,6134396989461;-14,429011064243
25,9586211952406;-25,7847775341296
15,7898988676711;-16,1862512145538
17,277352602111;-16,6198633492469
18,7892277193095;-17,5142220087177
19,1041401398804;-20,0797955716125
21,5201088463271;-22,3767790982825
27,3850387544416;-27,3124036275692
23,3061396093968;-23,1433844131339
19,6361898105178;-18,3278293373913
19,7873864531514;-19,1763442121991
19,5316348685211;-19,518967960215
17,0040458003863;-15,6965863345183
20,0748198930591;-19,5044115021686
24,382959772542;-24,2339934609595
16,7118324597467;-17,8689657887037
24,7162092462829;-24,3914770568842
25,0517861354117;-25,240629222581
19,3773268191035;-18,2712533730202
26,3190935208493;-25,9804565788811
16,7006832641088;-14,2951108950008
17,2555090128948;-15,6781392923191
21,7757742604828;-21,16989903604
12,5282944993369;-9,36158307005388
22,5834319522569;-20,8893509931724
22,3326817532944;-22,2263441734664
14,0956626139093;-13,9575461353309
22,1915077508971;-21,7611431713429
18,6047699385656;-19,6237621373524
22,8503127329267;-20,513198822804
12,476995527519;-11,733452128889
16,996130915221;-13,5333730861266
18,3842920183108;-16,5827392341242
25,3119250124413;-26,66506723423
21,1146247887294;-20,9113081867155
21,337728408954;-22,0338660771554
21,9056651425805;-22,67747580899
18,8320324174227;-18,7527837235636
25,2620335300442;-23,7374178532642
16,8243433037949;-16,2664865563627
20,226468706801;-18,4054140216749
19,8782255339709;-19,3800934831798
20,6862539452918;-21,0951378732586
24,0051853344377;-23,4179257002492
15,2440632658338;-16,4373008199175
23,7117462786166;-22,449746173435
20,5496586984111;-19,8280981618682
23,6083029148943;-22,5889689665509
26,5728036230001;-26,8201398286067
15,6903236574259;-14,6791819307135
25,4847252126457;-24,6804655098236
18,4791353282995;-17,3295373979023
23,4143948817178;-22,9823048321472
23,6406871467606;-24,0720066416261
18,8096456756363;-18,9481760290494
15,6463077946351;-14,3837865374096
23,2742211768713;-23,9494689388019
21,2057561931356;-21,551223046067
17,0267007014125;-16,7469587373265
20,5165528921862;-18,6142600636302
22,963774130116;-22,0234953132949
19,5677289774322;-19,0770273337565
17,7069200519675;-14,7105942068595
15,2978962759692;-15,343177884675
13,135954430112;-13,2811667886185
24,0842611566057;-23,0136325606538
26,6395676973776;-25,5434743292922
20,687062928466;-18,600343924572
22,8396633642561;-21,718434017054
25,111286172472;-24,7552511002567
20,9746878820074;-19,4562027588821
14,8153537078596;-13,9113054212054
12,2189881666819;-9,72898263755712
17,179388271321;-16,4613581433747
20,8657978240082;-19,8414767125926
16,9607713019197;-17,9834899529546
18,9665961412955;-18,3622944502932
21,4265735788321;-20,6465855025991
22,3918343977003;-22,838189115273
19,5229244257817;-20,4179472589772
20,4948379085609;-21,7215360891921
21,8991940415758;-21,9749598714068
25,6015269638817;-26,4541700142679
12,0027247450077;-11,7314255602023
16,6335389872694;-16,732035433299
22,5079146009665;-22,4434422656829
